ID,"Q1: Welcome to Resume Genius's Job Seekers Survey! We are conducting this research to gain a deeper understanding of how U.S. job seekers are navigating today’s market. This survey should take less than 5 minutes to complete. Your responses will be kept confidential and used only for research purposes. We appreciate your time and valuable input. To ensure the authenticity and accuracy of this survey’s results, please answer based on your actual experiences and genuine opinions. By submitting the questionnaire, you confirm that all responses are your own truthful views and agree that the information provided may be used for analysis and research purposes.","Q2: What industry best describes the job you're primarily applying in? (Select the company’s industry, not your job function.)","Q3: As of today, how long have you been actively searching for a job?",Q4: Around how many job applications have you submitted during your current job search?,"Q5: On average, how much time do you spend tailoring your resume for a single job application?",Q6: What step of the job search do you find most stressful?,"Q7: Which job search methods are you currently using?_Attending online or in-person professional networking events (Facebook Events, Meetup, etc.)","Q7: Which job search methods are you currently using?_Going on online job boards (Indeed, LinkedIn Jobs, etc.)",Q7: Which job search methods are you currently using?_Applying on company career pages,Q7: Which job search methods are you currently using?_Talking with recruiters or staffing agencies,Q7: Which job search methods are you currently using?_Going through referrals,Q7: Which job search methods are you currently using?_Cold emailing or direct outreach,"Q7: Which job search methods are you currently using?_Finding job opportunities using social media (Twitter/X, TikTok, etc.)",Q8: What are the hardest parts of updating your resume?_Remembering tasks and achievements from past jobs,Q8: What are the hardest parts of updating your resume?_Writing strong bullet points,Q8: What are the hardest parts of updating your resume?_Tailoring my resume to the job,Q8: What are the hardest parts of updating your resume?_Making sure my resume is optimized for applicant tracking systems (ATS),Q8: What are the hardest parts of updating your resume?_Turning my experience into accomplishments,"Q8: What are the hardest parts of updating your resume?_Adding hard numbers to show results (percentages, dollar amounts, etc.) on my resume",Q8: What are the hardest parts of updating your resume?_Formatting and design,Q8: What are the hardest parts of updating your resume?_Keeping it concise,Q9: Please indicate how much you agree with the following statements about resumes and applicant tracking systems (ATS). :: I understand how Applicant Tracking Systems (ATS) work:,Q9: Please indicate how much you agree with the following statements about resumes and applicant tracking systems (ATS). :: I feel confident my resume is optimized for ATS:,Q9: Please indicate how much you agree with the following statements about resumes and applicant tracking systems (ATS). :: I worry my resume will be rejected by an ATS before a human sees it:,Q9: Please indicate how much you agree with the following statements about resumes and applicant tracking systems (ATS). :: ATS systems make job searching harder:,"Q10: How often do you follow common resume advice? :: ""Keep your resume to one page."":","Q10: How often do you follow common resume advice? :: ""Tailor your resume for each job."":","Q10: How often do you follow common resume advice? :: ""Use keywords from the job description."":","Q10: How often do you follow common resume advice? :: ""Include a resume summary at the top of your resume."":","Q10: How often do you follow common resume advice? :: ""Use accomplishments and hard numbers to show results."":",Q11: Have you used AI tools to help with your job applications?,Q12: Which parts of the job search have you used AI for?_Writing my resume,Q12: Which parts of the job search have you used AI for?_Writing my cover letter,Q12: Which parts of the job search have you used AI for?_Editing my job application,Q12: Which parts of the job search have you used AI for?_Preparing for interviews,Q12: Which parts of the job search have you used AI for?_Using AI to answer interview questions for me during an interview,Q12: Which parts of the job search have you used AI for?_Finishing a skills-based test or assessment on my behalf,Q12: Which parts of the job search have you used AI for?_Finding jobs to apply for,Q12: Which parts of the job search have you used AI for?_Receiving salary or negotiation advice,Q13: Which recruiting practices frustrate you the most?_Not receiving a response after submitting a job application ,Q13: Which recruiting practices frustrate you the most?_Having long delays between interview stages,Q13: Which recruiting practices frustrate you the most?_Not receiving a response after completing one or more interviews,Q13: Which recruiting practices frustrate you the most?_Being put through too many interview rounds,Q13: Which recruiting practices frustrate you the most?_Being asked to complete unpaid assignments or tests,Q13: Which recruiting practices frustrate you the most?_Being required to complete one-way video or AI-recorded interviews,Q13: Which recruiting practices frustrate you the most?_Applying to jobs where the salary is not listed,Q13: Which recruiting practices frustrate you the most?_Receiving automated or AI-generated rejection messages,Q13: Which recruiting practices frustrate you the most?_Discovering the role differs significantly from the job posting during the hiring process,Q14: Have you ever added a skill to your resume that you planned to learn later if you got the job? ,"Q15: Which skills did you list that you planned to learn after being hired?_AI usage (Gemini, ChatGPT, Claude, etc.)","Q15: Which skills did you list that you planned to learn after being hired?_Programming languages (Python, C++, JavaScript, etc.)",Q15: Which skills did you list that you planned to learn after being hired?_Microsoft Office or Google Workspace,"Q15: Which skills did you list that you planned to learn after being hired?_Adobe Suite (Photoshop, Illustrator, etc.)","Q15: Which skills did you list that you planned to learn after being hired?_Design tools (Figma, Canva, etc)","Q15: Which skills did you list that you planned to learn after being hired?_Collaboration platforms (Jira, Slack, Trello, etc.)","Q15: Which skills did you list that you planned to learn after being hired?_Data or analytics tools (Excel, SQL, Tableau, etc.)",Q15: Which skills did you list that you planned to learn after being hired?_Management skills and experience,Q15: Which skills did you list that you planned to learn after being hired?_Foreign language skills,"Q15: Which skills did you list that you planned to learn after being hired?_Soft skills (creativity, problem-solving, time management, etc.)","Q16: Please indicate how much you agree or disagree with the following statements: :: Seeing typos, errors, or AI-generated job descriptions makes me less likely to apply:",Q16: Please indicate how much you agree or disagree with the following statements: :: I don’t mind AI-generated job descriptions if they are clear and well-written:,Q16: Please indicate how much you agree or disagree with the following statements: :: Job descriptions with vague responsibilities or unclear requirements signal a lack of organization in the hiring process:,Q16: Please indicate how much you agree or disagree with the following statements: :: I spend less time tailoring my application for poorly written job descriptions:,Q16: Please indicate how much you agree or disagree with the following statements: :: Job descriptions without a listed salary make me less likely to apply:,"Q16: Please indicate how much you agree or disagree with the following statements: :: When a job description heavily promotes perks or culture, I suspect the compensation may be less competitive:",Q16: Please indicate how much you agree or disagree with the following statements: :: Not disclosing pay in job postings makes me question the employer’s transparency:,Q17: How has job searching affected your mental health?,Q18: Which factors have negatively affected your mental health during your job search?_Not hearing back from employers,Q18: Which factors have negatively affected your mental health during your job search?_Rejections,Q18: Which factors have negatively affected your mental health during your job search?_Financial pressure,Q18: Which factors have negatively affected your mental health during your job search?_Staying motivated,Q18: Which factors have negatively affected your mental health during your job search?_Feeling unqualified,Q18: Which factors have negatively affected your mental health during your job search?_None of the above,"Q19: If employers openly used AI to screen candidates, how would that affect your willingness to apply?",Q20: How concerned are you that AI will automate jobs in your desired field?,"Q21: Since starting your job search, have you done any of the following because of career or AI concerns?_Learned a new skill","Q21: Since starting your job search, have you done any of the following because of career or AI concerns?_Seriously considered changing careers","Q21: Since starting your job search, have you done any of the following because of career or AI concerns?_Went back to school","Q21: Since starting your job search, have you done any of the following because of career or AI concerns?_Seriously considered trade or blue-collar work","Q21: Since starting your job search, have you done any of the following because of career or AI concerns?_Worked with a career coach","Q21: Since starting your job search, have you done any of the following because of career or AI concerns?_Taken a side job to pay the bills","Q21: Since starting your job search, have you done any of the following because of career or AI concerns?_None of the above",Q22: Have you ever exaggerated or lied during a job interview?,Q23: What have you exaggerated or misrepresented during a job interview?_My level of proficiency with certain skills or tools,Q23: What have you exaggerated or misrepresented during a job interview?_My years of experience,Q23: What have you exaggerated or misrepresented during a job interview?_My responsibilities in a previous role,"Q23: What have you exaggerated or misrepresented during a job interview?_My accomplishments or results (for example, hard numbers or outcomes)",Q23: What have you exaggerated or misrepresented during a job interview?_My reasons for leaving a previous job,Q23: What have you exaggerated or misrepresented during a job interview?_My interest in the role or company,"Q23: What have you exaggerated or misrepresented during a job interview?_My availability or flexibility (hours, start date, location)",Q23: What have you exaggerated or misrepresented during a job interview?_My salary expectations or previous pay,Q23: What have you exaggerated or misrepresented during a job interview?_My long-term career goals,"Q24: Have you ever suspected a job posting was fake, misleading, or never intended to be filled?",Q25: Which signs make you suspicious of a job posting?_The salary seems too good to be true,Q25: Which signs make you suspicious of a job posting?_The salary isn't disclosed,Q25: Which signs make you suspicious of a job posting?_The application looks AI-generated,Q25: Which signs make you suspicious of a job posting?_Poor grammar or typos,Q25: Which signs make you suspicious of a job posting?_Vague company information,Q25: Which signs make you suspicious of a job posting?_Requests for personal or financial details,Q25: Which signs make you suspicious of a job posting?_Requests to move communication off the platform,Weight,Country,Audience_Audience 1,Generation,Gender,Household income US,Education Level,Ethnicity (Simplified),Race,Languages Spoken_English,Languages Spoken_Spanish,Languages Spoken_French,Languages Spoken_German,Languages Spoken_Italian,Languages Spoken_Dutch,Languages Spoken_Chinese,Languages Spoken_Japanese,Languages Spoken_Korean,Languages Spoken_Vietnamese,Languages Spoken_Russian,Languages Spoken_Other,Languages Spoken_Arabic,Languages Spoken_Bengali,Languages Spoken_Danish,Languages Spoken_Filipino,Languages Spoken_Hebrew,Languages Spoken_Hindi,Languages Spoken_Indonesian,Languages Spoken_Persian (Farsi),Languages Spoken_Thai,Languages Spoken_Turkish,Parental Status / Pregnancy Status_I am pregnant/expecting a child within the next 9 months,Parental Status / Pregnancy Status_I have one or more children under the age of 18 living in my household,Parental Status / Pregnancy Status_I have one or more children over the age of 18 living in my household,Parental Status / Pregnancy Status_I have no children living in my household and I am not pregnant/expecting a child within the next 9 months,US Region,US Division,US State,Employment Status
414,,Healthcare & Social Assistance,More than 2 years,10–25,10–30 minutes,Doing job interviews,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,Rarely,Often,"No, but I’m open to it",,,,,,,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,"No, but I’ve considered doing this",,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat negatively,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,It wouldn’t change anything,Not at all concerned,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, and I’ve never considered lying",,,,,,,,,,"Yes, a few times",Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,0.89,USA,Selected,Gen X,Female,"$25,000 to $29,999",High school graduate,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,South,West South Central,Louisiana,Employed full-time
415,,"Retail, Hospitality, Food, & Consumer Services",1–3 months,10–25,10–30 minutes,Writing and submitting applications,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Disagree,Disagree,Agree,Agree,Always,Always,Sometimes,Never,Never,"No, and I avoid using AI",,,,,,,,,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, but I’ve considered doing this",,,,,,,,,,,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat negatively,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,It wouldn’t change anything,Very concerned,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,White lies or minor exaggerations,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not sure,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,0.56,USA,Selected,Millennials,Female,"Less than $5,000",High school graduate,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Northeast,Middle Atlantic,New York,Employed part-time
416,,"Retail, Hospitality, Food, & Consumer Services",Less than 1 month,Fewer than 10,Less than 10 minutes,Writing and submitting applications,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Agree,Agree,Agree,Disagree,Always,Often,Always,Sometimes,Always,"Yes, occasionally",Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,"Yes, I did not feel guilty and would do it again",Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat negatively,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,I’d be more likely to apply,Not at all concerned,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,"No, and I’ve never considered lying",,,,,,,,,,"Yes, a few times",Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,0.75,USA,Selected,Millennials,Female,"$25,000 to $29,999",Other post high school vocational training,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,South,West South Central,Texas,Employed part-time
417,,Healthcare & Social Assistance,1–3 months,Fewer than 10,31–60 minutes,Writing and submitting applications,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Disagree,Disagree,Agree,Disagree,Sometimes,Often,Sometimes,Always,Often,"No, but I’m open to it",,,,,,,,,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,"No, I would never do it",,,,,,,,,,,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,No impact,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,It wouldn’t change anything,Not at all concerned,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,White lies or minor exaggerations,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Yes, a few times",Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,1.05,USA,Selected,Gen X,Male,"$90,000 to $94,999",Completed some postgraduate,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Midwest,West North Central,Missouri,Employed full-time
418,,Finance & Banking,7–12 months,26–50,10–30 minutes,Finding jobs to apply for,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Agree,Agree,Agree,Agree,Rarely,Often,Often,Often,Often,"No, but I’m open to it",,,,,,,,,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,No impact,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,I’d be less likely to apply,Moderately concerned,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,"No, but I’ve considered lying",,,,,,,,,,Not sure,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,0.78,USA,Selected,Gen Z,Female,"$40,000 to $44,999",High school graduate,American Indian or Alaska Native,American Indian or Alaska Native,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,South,South Atlantic,Florida,Employed part-time
419,,Other / Not sure,7–12 months,250+,More than 1 hour,Finding jobs to apply for,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Selected,Agree,Agree,Agree,Disagree,Often,Always,Always,Always,Always,"Yes, frequently",Selected,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Yes, I feel guilty but I would do it again",Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat negatively,Selected,Selected,Selected,Selected,Selected,Not Selected,It wouldn’t change anything,Extremely concerned,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not sure,Not Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,0.75,USA,Selected,Millennials,Female,Prefer not to answer,Completed some college,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,,,Temporarily unemployed
420,,Healthcare & Social Assistance,4–6 months,10–25,10–30 minutes,Doing job interviews,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Often,Rarely,Sometimes,"No, but I’m open to it",,,,,,,,,Selected,Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,Not Selected,Yes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat negatively,Selected,Not Selected,Selected,Selected,Selected,Not Selected,It wouldn’t change anything,Slightly concerned,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Yes,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Yes, a few times",Not Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,0.69,USA,Selected,Gen X,Male,"$150,000 to $174,999",Doctorate /PhD,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,South,South Atlantic,Florida,Employed full-time
421,,Other / Not sure,4–6 months,51–100,31–60 minutes,Working on skills-based tests or assessments related to my target role,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Yes, occasionally",Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Yes,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Somewhat negatively,Selected,Selected,Selected,Selected,Selected,Not Selected,It wouldn’t change anything,Very concerned,Selected,Selected,Selected,Selected,Selected,Selected,Not Selected,"No, but I’ve considered lying",,,,,,,,,,"Yes, a few times",Selected,Selected,Selected,Selected,Selected,Selected,Selected,0.78,USA,Selected,Gen Z,Female,"$50,000 to $54,999",Associates Degree,Some other race,Some other race,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Northeast,Middle Atlantic,New Jersey,Employed full-time
422,,"Manufacturing, Engineering, and Construction",Less than 2 weeks,Fewer than 10,Less than 10 minutes,Waiting to hear back after submitting my application,Not Selected,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Sometimes,Rarely,Rarely,Never,Sometimes,"No, and I avoid using AI",,,,,,,,,Not Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,"Yes, I did not feel guilty and would do it again",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No impact,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,I would avoid applying altogether,Not at all concerned,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,White lies or minor exaggerations,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,"Yes, many times",Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,0.92,USA,Selected,Gen Z,Male,"$125,000 to $149,999",Bachelor's degree,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Midwest,East North Central,Michigan,Employed full-time
423,,"Technology (Software, IT, Internet companies)",4–6 months,10–25,10–30 minutes,Doing job interviews,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,"Yes, frequently",Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat negatively,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,I’d be less likely to apply,Very concerned,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Yes,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Yes, a few times",Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,1.05,USA,Selected,Gen X,Male,"$100,000 to $124,999",Associates Degree,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,South,East South Central,Alabama,Employed full-time
424,,"Retail, Hospitality, Food, & Consumer Services",More than 2 years,Fewer than 10,Less than 10 minutes,Finding jobs to apply for,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Strongly Disagree,Disagree,Agree,Agree,Often,Often,Often,Often,Rarely,"No, and I avoid using AI",,,,,,,,,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, I would never do it",,,,,,,,,,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,No impact,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,I’d be less likely to apply,Slightly concerned,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,"No, and I’ve never considered lying",,,,,,,,,,"Yes, a few times",Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,0.59,USA,Selected,Gen X,Female,"$50,000 to $54,999",Bachelor's degree,White,White,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Midwest,East North Central,Wisconsin,Employed full-time
425,,"Technology (Software, IT, Internet companies)",1–3 months,Fewer than 10,10–30 minutes,Working on skills-based tests or assessments related to my target role,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Disagree,Agree,Agree,Disagree,Often,Always,Often,Rarely,Often,"No, but I’m open to it",,,,,,,,,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,"Yes, I did not feel guilty and would do it again",Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Somewhat negatively,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,I’d be less likely to apply,Moderately concerned,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,White lies or minor exaggerations,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Yes, a few times",Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Selected,1.26,USA,Selected,Gen X,Male,"$100,000 to $124,999",Bachelor's degree,Asian,Asian - Chinese,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,West,Pacific,California,Employed full-time
426,,"Retail, Hospitality, Food, & Consumer Services",1–2 years,26–50,10–30 minutes,Doing job interviews,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Strongly Disagree,Agree,Agree,Disagree,Always,Always,Always,Rarely,Always,"No, and I avoid using AI",,,,,,,,,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, but I’ve considered doing this",,,,,,,,,,,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat negatively,Selected,Selected,Selected,Selected,Not Selected,Not Selected,It wouldn’t change anything,Moderately concerned,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Yes,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,0.75,USA,Selected,Millennials,Female,"Less than $5,000",Bachelor's degree,Black or African American,Black or African American,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Midwest,East North Central,Illinois,Temporarily unemployed
